DateTime,Battery,F1_WS_100_0_A100L2/LK,F1_WS_100_0_A100L2/LK-STDev,F1_WS_100_0_A100L2/LK-Min,F1_WS_100_0_A100L2/LK-Max,F1_WS_100_0_A100L2/LK-TI30,F2_WS_100_180_A100L2/LK,F2_WS_100_180_A100L2/LK-STDev,F2_WS_100_180_A100L2/LK-Min,F2_WS_100_180_A100L2/LK-Max,F2_WS_100_180_A100L2/LK-TI30,F3_WS_80_180_A100L2/LK,F3_WS_80_180_A100L2/LK-STDev,F3_WS_80_180_A100L2/LK-Min,F3_WS_80_180_A100L2/LK-Max,F4_WS_50_180_A100L2/LK,F4_WS_50_180_A100L2/LK-STDev,F4_WS_50_180_A100L2/LK-Min,F4_WS_50_180_A100L2/LK-Max,F5_WS_10_180_A100L2/LK,F5_WS_10_180_A100L2/LK-STDev,F5_WS_10_180_A100L2/LK-Min,F5_WS_10_180_A100L2/LK-Max,A1_WD_98_0_200M,A1_WD_98_0_200M-STDev,A1_WD_98_0_200M-Min,A1_WD_98_0_200M-Max,A2_WD_78_0_200M,A2_WD_78_0_200M-STDev,A2_WD_78_0_200M-Min,A2_WD_78_0_200M-Max,A3_WD_48_0_200M,A3_WD_48_0_200M-STDev,A3_WD_48_0_200M-Min,A3_WD_48_0_200M-Max,A4_V_10_0_VOLTS,A4_V_10_0_VOLTS-STDev,A4_V_10_0_VOLTS-Min,A4_V_10_0_VOLTS-Max,A5_PR_10_0_Setra276_600-1100_12V,A5_PR_10_0_Setra276_600-1100_12V-STDev,A5_PR_10_0_Setra276_600-1100_12V-Min,A5_PR_10_0_Setra276_600-1100_12V-Max,A6_RAD_12_0_THERMOPILE,A6_RAD_12_0_THERMOPILE-STDev,A6_RAD_12_0_THERMOPILE-Min,A6_RAD_12_0_THERMOPILE-Max,A7_V_10_0_VOLTS,A7_V_10_0_VOLTS-STDev,A7_V_10_0_VOLTS-Min,A7_V_10_0_VOLTS-Max
2021-11-17 14:10,13.000,10.790,0.71100,8.2100,12.370,0.054000,10.896,0.74700,8.4000,12.460,0.055000,9.4430,0.99500,6.3700,11.350,8.5990,0.87800,6.1800,10.230,5.9110,0.87800,4.0400,8.1900,39.380,4.2500,19.690,68.910,43.590,6.8300,19.690,81.560,32.340,6.1200,16.880,63.280,26.742,0.050000,26.626,26.870,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 14:20,13.000,9.1390,1.2270,5.8700,11.450,0.12100,9.1570,1.3060,5.9700,11.750,0.12900,7.3850,1.2320,4.6500,10.430,6.9490,0.96500,5.0600,10.130,5.4510,0.82700,3.7300,7.7800,42.190,8.6300,5.6300,68.910,45.700,10.820,12.660,78.750,36.210,8.9100,5.6300,61.880,26.614,0.043000,26.528,26.724,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 14:30,13.000,9.2160,1.1600,5.8700,11.560,0.11300,9.2310,1.1760,5.9700,11.440,0.11500,7.6770,1.2530,4.7500,10.030,7.4770,0.86000,5.2600,9.5200,5.1350,0.77400,3.3300,7.1700,41.480,8.2800,7.0300,95.630,45.350,10.240,21.090,87.190,33.400,7.5400,9.8400,61.880,26.577,0.056000,26.431,26.675,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 14:40,13.000,9.8730,1.0880,6.1700,11.860,0.079000,9.9310,1.1530,6.1700,11.850,0.085000,8.3620,1.2870,5.5600,10.540,7.9050,0.87800,5.4700,9.6200,4.9940,0.66200,3.5300,7.0700,41.130,6.1200,23.910,63.280,44.650,8.0700,14.060,75.940,32.700,6.3500,14.060,61.880,26.422,0.050000,26.357,26.528,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 14:50,13.000,10.004,0.89800,6.6800,11.860,0.067000,10.046,0.96000,6.5800,11.850,0.075000,8.6240,1.0780,6.0700,10.540,8.0240,0.75300,5.2600,9.6200,5.0320,0.74600,3.3300,6.9700,40.080,5.4900,22.500,61.880,43.240,7.9700,19.690,71.720,32.340,6.3000,4.2200,66.090,26.380,0.043000,26.309,26.504,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 15:00,13.000,10.643,0.61400,8.2100,11.760,0.040000,10.727,0.70200,7.9000,11.850,0.046000,9.4970,0.79700,6.8800,11.140,8.4460,0.64600,6.4800,10.430,4.9640,0.68600,3.5300,6.7700,39.380,3.6100,19.690,61.880,41.840,5.2800,26.720,64.690,30.940,4.6100,16.880,57.660,26.309,0.056000,26.235,26.431,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 15:10,13.000,11.137,0.37400,10.130,12.160,0.026000,11.245,0.40100,10.020,12.460,0.028000,10.207,0.45200,8.6100,11.140,8.7240,0.69400,6.8900,10.430,5.1130,0.72400,3.5300,7.0700,37.970,2.2100,28.130,53.440,40.080,3.5000,21.090,60.470,29.530,4.6800,11.250,57.660,26.367,0.066000,26.260,26.504,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 15:20,13.000,11.407,0.41500,9.7300,12.370,0.030000,11.544,0.43900,9.9200,12.560,0.032000,10.403,0.54900,7.7900,11.650,8.8820,0.70900,7.1900,10.740,5.4290,0.74600,3.9300,7.3800,36.560,2.7400,26.720,53.440,39.380,3.8500,28.130,59.060,29.180,4.9100,11.250,46.410,26.632,0.075000,26.455,26.772,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 15:30,12.900,10.875,0.40200,10.030,12.060,0.030000,11.032,0.38800,10.230,12.260,0.028000,9.8360,0.54900,8.4000,11.350,8.0630,0.73900,5.5700,9.9300,4.8520,0.73100,3.4300,6.9700,32.340,2.2400,23.910,37.970,35.160,3.5600,21.090,50.630,25.310,4.9900,8.4400,40.780,26.757,0.043000,26.650,26.870,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 15:40,12.900,10.422,0.58700,8.8100,11.960,0.042000,10.602,0.59500,8.9100,12.260,0.042000,9.4130,0.57800,8.2000,10.940,7.7490,0.62100,5.9700,9.1100,4.4870,0.85300,2.5200,6.5700,28.830,2.9400,18.280,37.970,31.640,3.8300,19.690,47.810,21.800,4.5000,0.0000,39.380,26.614,0.043000,26.528,26.748,,0.0000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 15:50,12.900,10.588,0.53900,9.4200,12.470,0.044000,10.779,0.57700,9.5200,12.660,0.046000,9.7760,0.66400,8.2000,11.450,7.9940,0.73200,6.3800,10.330,4.3790,0.79400,2.7200,6.2600,27.420,3.2300,12.660,37.970,30.230,4.2300,16.880,45.000,20.390,4.2900,4.2200,40.780,26.571,0.050000,26.504,26.675,,0.0000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 16:00,12.900,10.676,0.59600,9.4200,12.270,0.040000,10.994,0.56700,9.9200,12.560,0.042000,10.095,0.60500,8.2000,11.550,8.4330,0.62100,6.5800,10.230,4.5470,0.80800,2.1100,6.3600,24.960,3.2500,15.470,35.160,28.480,3.5600,12.660,39.380,17.930,4.0800,5.6300,30.940,26.638,0.035000,26.528,26.748,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 16:10,12.900,10.340,0.40200,9.0200,11.250,0.024000,10.694,1.2250,6.6800,12.260,0.046000,9.9260,1.1460,6.0700,11.650,8.1740,0.93100,5.3700,10.030,4.3650,1.0080,2.4200,7.6800,19.340,3.0900,9.8400,26.720,22.150,3.0500,9.8400,30.940,12.300,4.5300,0.0000,25.310,26.599,0.050000,26.528,26.748,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 16:20,12.900,9.8190,0.69600,7.7000,11.450,0.048000,8.8880,1.5040,6.2700,12.360,0.10700,7.6440,1.4850,4.7500,11.040,6.6030,1.1710,3.9500,9.6200,3.4670,0.90200,1.8100,5.7600,15.120,3.3900,2.8100,23.910,18.630,4.1700,5.6300,32.340,9.8400,4.7800,355.78,33.750,26.443,0.075000,26.357,26.650,,0.0000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 16:30,12.900,11.131,0.44000,9.9300,12.370,0.026000,11.525,0.45100,9.5200,12.560,0.028000,10.542,0.54900,8.3000,11.750,8.7620,0.67900,6.3800,10.230,5.2190,0.98700,2.8200,7.5800,25.310,3.9500,11.250,35.160,26.720,3.8500,14.060,35.160,17.580,4.7600,0.0000,30.940,26.484,0.061000,26.382,26.626,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 16:40,12.900,10.700,0.54900,9.5200,12.270,0.040000,10.869,0.54800,9.7200,12.150,0.040000,9.6960,0.64800,8.0000,11.750,8.0000,0.65500,6.4800,9.8200,4.6810,0.76700,2.6200,6.6700,30.940,2.9200,19.690,40.780,33.750,3.5600,25.310,46.410,23.910,4.5600,11.250,45.000,26.425,0.050000,26.333,26.553,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 16:50,12.900,11.742,0.91000,9.6300,13.790,0.048000,11.899,0.90300,9.7200,13.880,0.050000,10.594,0.92200,8.6100,12.870,8.6530,1.0500,6.6800,11.440,5.4830,1.0700,2.8200,8.5900,35.160,3.4600,23.910,45.000,37.620,4.5000,16.880,49.220,28.830,5.6300,8.4400,46.410,26.733,0.14800,26.455,26.943,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 17:00,12.900,12.490,0.56800,11.050,13.790,0.034000,12.645,0.60400,11.240,13.880,0.036000,11.304,0.62200,9.7200,12.970,9.5550,0.82800,6.6800,11.650,6.0360,0.89600,3.9300,8.4900,38.670,2.9000,28.130,49.220,41.480,3.5400,29.530,52.030,31.290,4.9500,12.660,45.000,26.798,0.066000,26.675,26.943,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 17:10,12.900,11.401,0.54900,10.130,13.180,0.040000,11.553,0.56700,10.230,13.570,0.040000,10.417,0.59600,8.9100,11.750,9.0260,0.65500,7.1900,10.940,5.6930,0.80100,3.9300,7.5800,36.560,3.2300,28.130,45.000,39.380,3.7700,28.130,54.840,28.480,4.6700,12.660,43.590,26.724,0.043000,26.650,26.821,,0.0000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 17:20,12.900,11.642,0.52900,10.440,13.080,0.034000,11.820,0.55800,10.530,13.370,0.036000,10.736,0.56800,9.7200,12.260,9.1140,0.72400,7.0900,10.840,5.6930,0.78100,3.6300,7.5800,36.210,2.7600,28.130,43.590,39.380,3.3100,28.130,53.440,30.940,4.4600,18.280,43.590,26.759,0.035000,26.675,26.797,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 17:30,12.900,11.456,0.62200,9.8300,12.770,0.044000,11.599,0.63000,9.8200,13.170,0.044000,10.425,0.70400,8.8100,12.460,8.7900,0.93100,6.3800,10.940,5.4720,0.98100,3.3300,7.7800,40.080,2.8700,30.940,49.220,43.590,4.2000,26.720,56.250,34.800,5.1700,18.280,52.030,26.875,0.083000,26.748,27.065,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 17:40,12.900,11.300,0.53900,9.7300,13.080,0.040000,11.411,0.57700,9.9200,13.370,0.042000,10.245,0.62200,8.7100,11.650,8.7600,0.76000,7.0900,10.530,5.9650,0.90200,3.7300,8.1900,44.300,3.5700,33.750,60.470,48.160,4.5800,36.560,66.090,39.020,5.8400,19.690,60.470,27.091,0.050000,26.968,27.236,,0.0000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 17:50,12.900,10.880,0.81700,8.7100,12.470,0.059000,10.969,0.79600,8.8100,12.660,0.057000,9.6770,0.86200,7.2900,12.060,8.4080,0.90800,6.4800,11.040,5.9510,0.97600,3.9300,8.4900,50.980,4.5300,37.970,66.090,55.200,5.9600,32.340,71.720,47.810,6.1200,28.130,64.690,27.091,0.043000,26.992,27.188,,0.0000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 18:00,12.900,11.180,0.74800,9.3200,12.670,0.054000,11.239,0.73200,9.0100,12.760,0.055000,9.8520,0.90400,7.6900,12.160,8.3680,0.84700,6.8900,10.840,5.8020,0.85300,3.8300,7.6800,50.270,3.9500,36.560,64.690,53.790,5.5800,36.560,71.720,44.650,5.7500,21.090,68.910,26.960,0.050000,26.895,27.090,,0.0000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 18:10,12.900,11.366,0.87400,8.4100,12.980,0.058000,11.422,0.87900,8.7100,13.070,0.057000,10.024,0.88000,8.1000,12.360,8.3700,0.91400,6.4800,10.630,6.0520,0.82700,4.5400,8.0900,49.920,4.4600,36.560,70.310,53.090,5.6100,35.160,71.720,43.590,5.5600,26.720,60.470,26.891,0.043000,26.797,26.992,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 18:20,12.900,12.174,0.76200,9.9300,13.690,0.054000,12.223,0.77500,9.8200,13.670,0.053000,10.717,0.83600,8.9100,12.670,8.9770,0.80200,7.0900,10.840,6.3510,0.87800,4.1400,8.4900,49.920,3.6600,37.970,63.280,52.730,4.9900,37.970,67.500,43.950,5.7700,25.310,61.880,26.841,0.043000,26.748,26.943,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 18:30,12.900,12.531,0.64800,10.440,13.790,0.040000,12.558,0.63800,10.330,13.980,0.040000,11.129,0.81000,8.8100,13.180,9.2630,1.0400,6.8900,11.550,6.3810,0.93700,4.4400,9.1000,53.790,3.2100,39.380,67.500,56.950,4.8200,36.560,75.940,48.520,6.3200,9.8400,68.910,26.872,0.043000,26.797,26.992,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 18:40,12.900,11.961,0.78300,9.6300,13.990,0.048000,11.953,0.78200,9.7200,13.670,0.050000,10.750,0.84300,8.4000,12.770,9.1650,0.82800,7.2900,11.440,6.2670,0.91300,3.8300,8.7900,56.250,3.6400,42.190,70.310,60.470,4.4600,49.220,75.940,52.030,5.7000,30.940,70.310,27.003,0.071000,26.821,27.139,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 18:50,12.900,11.254,0.78300,9.1200,12.980,0.050000,11.217,0.80200,8.8100,13.070,0.053000,10.305,0.87400,8.3000,13.180,8.8880,0.82100,7.0900,10.940,6.4000,0.84700,4.2400,8.3900,61.520,4.3700,47.810,73.130,66.090,4.6500,47.810,80.160,57.660,5.5100,42.190,73.130,27.101,0.043000,27.041,27.188,,0.0000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 19:00,12.900,10.676,0.81700,8.8100,12.980,0.065000,10.683,0.81600,8.9100,12.970,0.065000,9.4890,0.85500,7.3900,12.160,8.2310,0.74600,6.5800,10.030,5.9700,0.88400,4.1400,8.4900,61.520,4.5400,46.410,78.750,66.090,4.9000,47.810,81.560,58.360,5.3000,39.380,75.940,27.101,0.050000,27.017,27.188,,0.0000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 19:10,12.900,10.676,0.86100,8.3100,12.880,0.061000,10.708,0.87300,8.4000,12.660,0.065000,9.6830,0.89200,7.5900,12.160,8.2800,0.83400,6.5800,10.530,5.6140,0.85300,3.5300,7.7800,61.520,4.4400,45.000,73.130,66.090,4.6500,46.410,85.780,58.010,5.7300,39.380,77.340,27.101,0.050000,27.017,27.188,,0.0000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 19:20,12.900,10.384,0.59600,9.0200,11.960,0.046000,10.315,0.59500,8.7100,12.260,0.046000,9.3580,0.82300,7.4900,11.250,8.1280,0.92000,5.9700,10.130,5.4510,0.82700,3.9300,7.5800,63.980,3.8700,45.000,73.130,68.550,4.5400,50.630,81.560,61.520,6.0800,42.190,85.780,27.036,0.056000,26.919,27.163,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 19:30,12.800,9.9250,0.35900,8.9200,10.950,0.030000,9.8330,0.35900,8.7100,10.840,0.030000,9.0010,0.49700,7.7900,10.130,7.7280,0.59400,6.0800,9.5200,5.1950,0.76700,3.5300,7.1700,65.040,2.4600,57.660,77.340,69.960,3.0700,57.660,78.750,61.880,4.8300,46.410,82.970,26.884,0.061000,26.772,27.017,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 19:40,12.800,9.5080,0.35900,8.3100,10.240,0.028000,9.4410,0.35900,8.3000,10.230,0.028000,8.6890,0.38800,7.6900,9.5200,7.4060,0.55700,5.5700,8.6100,5.1240,0.73100,3.5300,6.7700,63.630,2.7600,50.630,71.720,68.200,3.2900,54.840,78.750,59.770,4.7100,42.190,74.530,26.748,0.071000,26.626,26.895,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 19:50,12.800,9.0110,0.63900,7.2900,10.540,0.061000,8.9970,0.66300,7.2900,10.430,0.061000,8.0700,0.59600,5.8600,9.8200,6.8780,0.71700,5.1600,8.7100,4.6750,0.74600,2.9200,7.0700,58.710,3.8800,43.590,67.500,61.520,5.3400,36.560,71.720,50.980,6.9000,18.280,71.720,26.614,0.071000,26.504,26.772,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 20:00,12.800,7.8650,1.0530,4.6500,9.8300,0.077000,7.9420,0.98800,4.9600,9.8200,0.071000,6.3780,1.2530,3.4300,9.6200,4.9560,1.2630,3.1400,8.6100,3.8450,0.70900,2.5200,5.9600,52.730,6.4900,23.910,75.940,55.550,9.1700,21.090,82.970,42.190,8.4800,14.060,67.500,26.566,0.11700,26.406,26.797,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 20:10,12.800,7.1090,0.91000,4.5500,8.7100,0.10500,7.2390,0.90900,4.8500,8.7100,0.10100,5.5050,0.85500,3.6300,7.6900,4.4060,0.57600,3.2400,5.8700,3.4020,0.43900,2.5200,4.6400,50.270,7.8800,23.910,75.940,51.680,10.000,347.34,81.560,35.860,9.0800,12.660,88.590,26.331,0.086000,26.187,26.504,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 20:20,12.800,6.2250,0.83600,4.2500,7.9000,0.10900,6.3240,0.87300,4.3500,8.2000,0.11100,5.5350,0.81700,3.4300,7.3900,5.3370,0.37300,3.9500,6.3800,2.8740,0.75300,1.4000,4.4400,42.890,10.280,8.4400,82.970,43.950,9.2300,16.880,75.940,24.960,4.9800,11.250,42.190,26.103,0.075000,25.991,26.260,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 20:30,12.800,6.7930,0.86800,4.1400,8.6100,0.11100,6.9560,0.92600,4.3500,8.9100,0.11900,5.7090,0.87400,3.7300,7.7900,6.2190,0.51700,4.5600,7.4900,3.4450,0.54700,2.1100,5.0500,43.590,9.4900,14.060,67.500,47.810,10.160,19.690,87.190,29.180,5.3000,11.250,57.660,26.040,0.056000,25.942,26.211,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 20:40,12.800,7.0900,0.84900,4.6500,9.1200,0.095000,7.1380,0.86000,4.9600,9.1100,0.095000,6.6370,0.89200,4.2400,8.8100,6.6740,0.46300,5.3700,7.8000,3.7830,0.62100,2.3100,5.4500,42.540,8.8600,11.250,73.130,43.950,8.5600,15.470,77.340,27.070,4.4300,9.8400,45.000,26.243,0.050000,26.138,26.382,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
2021-11-17 20:50,12.800,7.8430,0.63900,5.3600,8.9200,0.059000,7.9040,0.64700,4.8500,9.2100,0.061000,7.5210,0.49700,5.5600,8.6100,6.6960,0.42700,5.8700,7.8000,3.5510,0.66200,1.9100,5.0500,39.730,5.7900,14.060,68.910,39.380,5.3700,16.880,84.380,22.850,4.2300,7.0300,33.750,26.295,0.043000,26.187,26.382,,0.10000,,,0.0000,0.0000,0.0000,0.0000,4.9990,0.0000,4.9990,4.9990
