DateTime,Battery,F1_WS_100_0_A100L2/LK,F1_WS_100_0_A100L2/LK-STDev,F1_WS_100_0_A100L2/LK-Min,F1_WS_100_0_A100L2/LK-Max,F1_WS_100_0_A100L2/LK-TI30,F2_WS_100_180_A100L2/LK,F2_WS_100_180_A100L2/LK-STDev,F2_WS_100_180_A100L2/LK-Min,F2_WS_100_180_A100L2/LK-Max,F2_WS_100_180_A100L2/LK-TI30,F3_WS_80_180_A100L2/LK,F3_WS_80_180_A100L2/LK-STDev,F3_WS_80_180_A100L2/LK-Min,F3_WS_80_180_A100L2/LK-Max,F4_WS_50_180_A100L2/LK,F4_WS_50_180_A100L2/LK-STDev,F4_WS_50_180_A100L2/LK-Min,F4_WS_50_180_A100L2/LK-Max,F5_WS_10_180_A100L2/LK,F5_WS_10_180_A100L2/LK-STDev,F5_WS_10_180_A100L2/LK-Min,F5_WS_10_180_A100L2/LK-Max,A1_WD_98_0_200M,A1_WD_98_0_200M-STDev,A1_WD_98_0_200M-Min,A1_WD_98_0_200M-Max,A2_WD_78_0_200M,A2_WD_78_0_200M-STDev,A2_WD_78_0_200M-Min,A2_WD_78_0_200M-Max,A3_WD_48_0_200M,A3_WD_48_0_200M-STDev,A3_WD_48_0_200M-Min,A3_WD_48_0_200M-Max,A4_V_10_0_VOLTS,A4_V_10_0_VOLTS-STDev,A4_V_10_0_VOLTS-Min,A4_V_10_0_VOLTS-Max,A5_PR_10_0_Setra276_600-1100_12V,A5_PR_10_0_Setra276_600-1100_12V-STDev,A5_PR_10_0_Setra276_600-1100_12V-Min,A5_PR_10_0_Setra276_600-1100_12V-Max,A6_RAD_12_0_THERMOPILE,A6_RAD_12_0_THERMOPILE-STDev,A6_RAD_12_0_THERMOPILE-Min,A6_RAD_12_0_THERMOPILE-Max,A7_V_10_0_VOLTS,A7_V_10_0_VOLTS-STDev,A7_V_10_0_VOLTS-Min,A7_V_10_0_VOLTS-Max
2021-11-17 09:30,14.600,0.18400,0.0000,0.0000,0.0000,0.0000,0.19000,0.0000,0.0000,0.0000,0.0000,7.8870,1.3000,4.6500,10.940,7.4960,1.2970,4.3500,10.230,0.18800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.680,8.8600,25.310,78.750,41.840,10.600,12.660,68.910,-39.991,0.0000,-40.000,-39.991,600.10,0.0000,600.00,600.10,0.30000,0.0000,0.0000,0.30000,0.0000,0.0000,0.0000,0.0000
2021-11-17 09:40,13.800,0.18400,0.0000,0.0000,0.0000,0.0000,0.19000,0.0000,0.0000,0.0000,0.0000,7.8300,1.2400,5.5600,11.140,7.6790,1.3570,4.9600,11.040,0.18800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.630,10.970,18.280,87.190,41.840,11.350,9.8400,73.130,-39.991,0.0000,-40.000,-39.991,600.10,0.0000,600.00,600.10,0.30000,0.0000,0.0000,0.30000,0.0000,0.0000,0.0000,0.0000
2021-11-17 09:50,13.800,0.18400,0.0000,0.0000,0.0000,0.0000,0.19000,0.0000,0.0000,0.0000,0.0000,7.2320,1.1120,4.5400,9.9300,6.8970,1.0800,4.7600,9.9300,0.18800,0.0000,0.0000,0.0000,6.6800,32.660,185.63,119.53,53.790,9.8000,23.910,80.160,46.050,10.000,14.060,70.310,-39.997,0.0000,-40.000,-39.997,600.00,0.0000,600.00,600.00,0.20000,0.0000,0.0000,0.20000,0.0000,0.0000,0.0000,0.0000
2021-11-17 10:00,13.900,0.18400,0.0000,0.0000,0.0000,0.0000,0.19000,0.0000,0.0000,0.0000,0.0000,6.0260,3.9580,0.0000,10.740,5.8570,3.8420,0.0000,10.430,0.18800,0.0000,0.0000,0.0000,50.980,8.1100,5.6300,78.750,53.090,9.3200,22.500,77.340,46.760,8.9600,14.060,73.130,-39.991,0.0000,-40.000,-39.991,600.10,0.0000,600.00,600.10,0.30000,0.0000,0.0000,0.30000,0.0000,0.0000,0.0000,0.0000
2021-11-17 10:10,13.900,1.1280,2.6930,0.0000,9.2200,0.040000,1.1960,2.8360,0.0000,9.7200,0.040000,0.17800,0.0000,0.0000,0.0000,0.20000,0.0000,0.0000,0.0000,0.18800,0.0000,0.0000,0.0000,48.520,8.6800,2.8100,75.940,52.380,8.2300,25.310,74.530,45.350,8.7200,15.470,66.090,-39.991,0.0000,-40.000,-39.991,600.10,0.0000,600.00,600.10,0.30000,0.0000,0.0000,0.30000,0.0000,0.0000,0.0000,0.0000
2021-11-17 10:20,13.500,7.4970,1.2180,4.3500,10.130,0.089000,7.7730,1.3460,4.6500,10.630,0.093000,2.0220,3.1090,0.0000,9.1100,2.0730,3.1420,0.0000,9.1100,0.18800,0.0000,0.0000,0.0000,47.110,8.6500,11.250,73.130,49.920,10.340,19.690,84.380,41.840,10.350,16.880,64.690,-24.373,30.774,-40.000,59.976,682.40,167.40,600.00,,41.900,81.400,0.0000,200.20,0.59200,1.6490,0.0000,4.9990
2021-11-17 10:30,13.300,8.0260,1.0530,5.3600,10.540,0.075000,8.1680,1.0660,5.4600,10.430,0.075000,7.7150,1.2190,4.9500,9.9300,7.5020,1.2500,4.1500,10.330,0.18800,0.0000,0.0000,0.0000,40.430,7.9300,16.880,75.940,43.950,8.5400,22.500,73.130,34.450,9.3200,350.16,61.880,8.1080,34.381,-40.000,59.976,860.40,202.40,600.00,,110.00,89.400,0.0000,192.10,1.6710,2.3990,0.0000,4.9990
2021-11-17 10:40,13.200,8.1190,1.0830,4.8500,10.240,0.059000,8.2500,1.1200,5.0600,10.430,0.061000,8.1110,1.0420,5.1500,10.330,7.9160,1.1190,5.1600,10.530,3.5300,3.4080,0.0000,9.1000,34.800,7.2000,12.660,68.910,38.320,7.6400,16.880,80.160,27.420,6.1400,0.0000,49.220,31.101,0.093000,30.874,31.240,,0.60000,,,122.50,56.900,0.0000,153.00,4.9990,0.0000,4.9990,4.9990
2021-11-17 10:50,13.200,8.4680,3.2020,0.0000,10.840,0.10100,6.4030,4.8970,0.0000,11.240,0.089000,7.7450,4.0630,0.0000,11.140,7.9290,3.6240,0.0000,11.240,6.9060,1.7700,0.0000,9.4000,30.230,5.4600,19.690,136.41,33.050,3.3300,21.090,45.000,23.200,5.0800,5.6300,49.220,30.677,0.10900,30.435,30.947,,0.30000,,,136.20,4.6000,127.80,143.20,4.9990,0.0000,4.9990,4.9990
2021-11-17 11:00,13.100,2.1760,3.7480,0.0000,10.030,0.038000,2.2260,3.8260,0.0000,10.130,0.038000,2.0390,3.5960,0.0000,9.8200,2.0160,3.5080,0.0000,10.030,1.6850,2.9330,0.0000,8.7900,21.090,23.200,275.63,129.38,25.660,24.370,254.53,91.410,17.230,22.150,255.94,105.47,30.401,0.10000,30.239,30.630,,0.20000,,,122.00,3.8000,113.90,127.80,4.9990,0.0000,4.9990,4.9990
2021-11-17 11:10,13.100,9.4040,0.85500,6.9900,10.740,0.042000,9.6020,0.89100,7.3900,11.040,0.044000,9.4920,1.1170,6.4700,11.350,9.1520,1.1240,6.4800,11.550,6.6450,1.3160,3.7300,9.6000,28.480,4.5000,14.060,53.440,31.640,5.9900,11.250,66.090,22.500,6.2500,4.2200,43.590,30.139,0.12700,29.897,30.386,,0.10000,,,102.40,6.9000,91.200,113.90,4.9990,0.0000,4.9990,4.9990
2021-11-17 11:20,13.100,8.8070,0.85500,6.5800,10.440,0.048000,9.0270,0.87900,6.1700,10.630,0.053000,8.8290,0.98400,5.5600,10.640,8.4760,1.0190,6.2800,10.940,6.0410,1.2540,3.2300,9.6000,27.070,5.0500,8.4400,37.970,30.590,5.5500,12.660,42.190,21.800,6.7000,358.59,39.380,29.887,0.079000,29.702,29.995,,0.10000,,,83.000,4.3000,76.500,91.200,4.9990,0.0000,4.9990,4.9990
2021-11-17 11:30,13.100,9.6200,0.64800,7.9000,11.150,0.042000,9.8360,0.67100,8.2000,11.750,0.044000,9.5790,0.74800,7.4900,11.350,9.0100,0.98700,6.3800,11.140,6.5200,1.1700,3.9300,9.6000,27.770,3.4600,15.470,39.380,31.640,4.0800,18.280,45.000,22.500,5.1700,5.6300,36.560,29.572,0.083000,29.385,29.751,,0.10000,,,70.500,3.4000,65.100,76.500,4.9990,0.0000,4.9990,4.9990
