DateTime,Battery,F1_WS_100_0_TFCA,F1_WS_100_0_TFCA-STDev,F1_WS_100_0_TFCA-Min,F1_WS_100_0_TFCA-Max,F1_WS_100_0_TFCA-TI30,F2_WS_100_180_TFCA,F2_WS_100_180_TFCA-STDev,F2_WS_100_180_TFCA-Min,F2_WS_100_180_TFCA-Max,F2_WS_100_180_TFCA-TI30,F3_WS_80_180_TFCA,F3_WS_80_180_TFCA-STDev,F3_WS_80_180_TFCA-Min,F3_WS_80_180_TFCA-Max,F4_WS_50_180_TFCA,F4_WS_50_180_TFCA-STDev,F4_WS_50_180_TFCA-Min,F4_WS_50_180_TFCA-Max,F5_WS_10_180_TFCA,F5_WS_10_180_TFCA-STDev,F5_WS_10_180_TFCA-Min,F5_WS_10_180_TFCA-Max,F6_PR_100_0_K611PB,F6_PR_100_0_K611PB-STDev,F6_PR_100_0_K611PB-Min,F6_PR_100_0_K611PB-Max,A1_WD_98_0_POT_2K,A1_WD_98_0_POT_2K-STDev,A1_WD_98_0_POT_2K-Min,A1_WD_98_0_POT_2K-Max,A2_WD_78_0_POT_2K,A2_WD_78_0_POT_2K-STDev,A2_WD_78_0_POT_2K-Min,A2_WD_78_0_POT_2K-Max,A3_WD_48_0_THIES_10K/NRG_200P,A3_WD_48_0_THIES_10K/NRG_200P-STDev,A3_WD_48_0_THIES_10K/NRG_200P-Min,A3_WD_48_0_THIES_10K/NRG_200P-Max,A4_V_10_0_VOLTS,A4_V_10_0_VOLTS-STDev,A4_V_10_0_VOLTS-Min,A4_V_10_0_VOLTS-Max,A5_RAD_20_0_PHOTODIODE,A5_RAD_20_0_PHOTODIODE-STDev,A5_RAD_20_0_PHOTODIODE-Min,A5_RAD_20_0_PHOTODIODE-Max,A6_V_5_0_VOLTS,A6_V_5_0_VOLTS-STDev,A6_V_5_0_VOLTS-Min,A6_V_5_0_VOLTS-Max
2021-03-24 06:20,13.700,6.8150,0.92300,3.2800,7.4800,0.10000,6.7030,0.87200,3.1900,7.4200,0.10000,7.7550,0.99800,3.4700,8.1800,7.4150,1.0420,3.6000,8.6200,6.4780,1.2720,3.2000,7.1100,942.40,51.778,767.00,992.00,119.53,1.1700,113.91,122.34,124.80,1.2700,120.94,126.56,129.02,0.61000,126.56,130.78,33.006,0.0000,33.046,33.000,833.60,0.0000,832.60,833.60,3.9510,1.0260,0.44400,4.9580
2021-03-24 06:25,14.500,4.9040,0.96500,1.4800,5.6800,0.20000,4.9280,1.0420,1.3800,6.4100,0.20000,4.5550,0.68600,1.4800,5.5600,3.4620,0.48100,1.8000,4.2100,3.3860,0.62600,1.7000,4.1000,942.40,31.512,769.00,994.00,111.09,5.2300,92.810,118.13,111.09,7.7300,99.840,126.56,108.28,10.100,75.940,123.75,32.855,0.046000,32.907,32.815,819.00,2.3000,816.50,823.80,3.9760,1.7970,0.40600,4.9710
2021-03-24 06:35,13.700,5.8110,0.93900,3.1800,7.4800,0.20000,5.8400,1.0070,3.2900,7.6200,0.20000,5.8100,1.4340,3.8900,8.6000,6.3100,0.87400,3.3000,8.0200,4.2690,0.53100,2.0000,5.2100,941.87,35.496,764.00,989.00,92.110,3.8800,82.970,98.440,92.460,5.1400,82.970,105.47,93.160,2.7000,85.780,101.25,33.237,0.0000,33.237,33.185,824.10,0.70000,821.60,825.30,3.9290,1.4720,0.35300,4.9610
2021-03-24 06:45,13.700,4.3900,0.62500,2.1800,4.9800,0.10000,4.4840,0.70500,2.1800,5.1000,0.20000,3.9410,0.93500,2.3200,5.3500,4.1490,0.56700,2.0000,4.5100,2.1340,0.30100,1.1000,2.5000,941.33,50.050,765.00,990.00,78.400,1.5700,75.940,81.560,74.530,1.5700,70.310,78.750,53.790,4.0500,43.590,64.690,33.757,0.0000,33.757,33.739,825.30,0.0000,825.30,826.70,3.9470,1.0380,0.40200,4.9720
2021-03-24 07:00,13.700,5.2720,0.57500,2.6800,6.0800,0.10000,5.1990,0.58700,2.5800,6.1100,0.10000,5.5790,0.59200,2.6300,6.2900,5.3280,0.70200,2.8000,6.3100,3.4590,0.83300,2.0000,5.0100,941.33,35.171,763.00,988.00,87.190,1.8300,81.560,91.410,88.590,2.2500,82.970,95.630,88.950,1.4500,85.780,91.410,33.733,0.0000,33.739,33.693,857.40,0.0000,857.40,858.90,3.9340,1.4690,0.38200,4.9680
2021-03-24 07:10,13.700,3.7280,0.66400,1.9800,4.5800,0.20000,4.0160,0.76000,1.9800,4.5000,0.20000,6.2710,0.93500,2.9500,7.2400,5.5730,0.73000,2.6000,6.4100,3.6070,0.67300,1.9000,4.2000,941.33,58.737,765.00,989.00,66.800,2.9600,59.060,80.160,69.960,1.3200,64.690,74.530,72.070,3.1800,74.530,80.160,34.207,0.0000,34.207,34.155,825.20,0.0000,825.20,826.00,4.1810,0.76300,0.36600,4.9600
2021-03-24 07:25,13.600,4.7250,0.90100,1.8800,6.9800,0.10000,4.6990,0.99700,1.6800,6.8100,0.10000,4.8040,1.0660,2.2200,7.1300,4.6400,1.1350,2.1000,6.8100,3.8200,1.0030,1.4000,5.7100,937.76,17.776,765.00,989.00,104.77,12.850,61.880,127.97,111.80,12.850,78.750,137.81,119.18,14.450,82.970,149.06,33.814,0.046000,33.924,33.785,805.50,18.700,771.20,826.70,4.0230,1.8040,0.23300,4.9770
2021-03-24 07:30,13.400,2.5620,1.0010,1.0700,4.6800,0.10000,2.5780,1.0320,0.97000,4.7000,0.10000,2.7070,1.0250,0.44000,5.1400,2.4380,0.71600,1.0000,4.0100,1.6970,0.91900,0.0000,4.1000,935.95,0.0000,936.00,936.00,93.870,23.270,36.560,153.28,101.95,19.770,32.340,143.44,119.88,15.380,71.720,182.81,33.979,0.13900,34.248,33.785,790.60,19.300,741.20,820.10,3.7030,2.0260,0.13100,4.9990
2021-03-24 07:40,13.500,4.3950,0.50000,1.5800,5.5800,0.10000,4.4500,0.48300,1.6800,5.7100,0.10000,4.6990,0.40500,1.5900,5.3500,4.4630,0.54900,1.5000,5.4100,3.0320,0.83900,0.89000,5.2100,936.53,16.523,763.00,987.00,75.230,4.7800,63.280,87.190,78.400,5.3100,61.880,88.590,81.910,8.4200,60.470,102.66,34.392,0.065000,34.479,34.248,801.50,10.700,788.00,820.90,3.8460,1.8670,0.13700,4.9720
2021-03-24 07:45,13.700,4.7820,0.85500,2.1800,3.7800,0.20000,4.4840,0.96100,2.1800,3.5900,0.20000,4.4530,0.73200,2.0100,3.4700,4.0260,1.0570,2.1000,3.4000,2.6490,0.36100,1.2000,2.0000,939.73,63.992,763.00,875.00,102.66,0.0000,101.25,102.66,104.41,0.35000,278.44,105.47,101.95,0.0000,101.25,101.25,34.588,0.0000,34.588,34.571,764.20,0.0000,764.20,764.60,2.6490,0.59500,0.34700,4.9520
2021-03-24 07:50,13.600,6.6920,0.95500,2.3800,8.6800,0.10000,6.7770,1.0120,2.3800,8.8300,0.10000,7.0720,1.2980,2.5300,9.6400,6.5240,1.5760,2.5000,9.6200,4.2860,0.98200,0.89000,5.7100,937.23,31.528,764.00,988.00,88.590,4.8700,80.160,99.840,85.780,4.0800,75.940,94.220,84.380,6.1900,70.310,95.630,34.196,0.046000,34.248,34.155,776.30,4.3000,768.20,785.10,3.9400,1.5110,0.24200,4.9610
2021-03-24 07:55,13.400,4.6810,1.0490,2.4800,7.3800,0.10000,4.6960,1.0890,2.5800,7.4200,0.10000,4.7990,1.1310,2.7400,7.2400,4.5320,1.3040,2.0000,6.8100,3.5060,1.0560,1.3000,6.3100,935.36,0.0000,935.00,936.00,99.140,23.120,47.810,178.59,102.66,21.450,53.440,149.06,103.71,23.890,39.380,160.31,34.438,0.26900,34.802,34.016,776.30,8.1000,741.90,793.80,3.7160,2.0240,0.12100,4.9840
